Gene	sgRNA	Pmel1_Input|beta	Pmel1_Input|z	Pmel1_Input|p-value	Pmel1_Input|fdr	Pmel1_Input|wald-p-value	Pmel1_Input|wald-fdr	Pmel1_Ctrl|beta	Pmel1_Ctrl|z	Pmel1_Ctrl|p-value	Pmel1_Ctrl|fdr	Pmel1_Ctrl|wald-p-value	Pmel1_Ctrl|wald-fdr	Pmel1|beta	Pmel1|z	Pmel1|p-value	Pmel1|fdr	Pmel1|wald-p-value	Pmel1|wald-fdr
Arfgap2	4	0.11685	0.69778	0.3659	0.80414	0.48532	0.99994	0.020961	0.12253	0.49088	0.97007	0.90248	1	-0.63126	-3.6843	0.37804	0.94249	0.00022932	0.0049344
Zc3h4	4	-0.54811	-1.4417	0.064651	0.34267	0.14939	0.99994	-0.0068122	-0.017596	0.83441	0.98741	0.98596	1	-0.72371	-1.8679	0.26648	0.93533	0.061777	0.17663
Hnf4g	4	0.064125	0.19777	0.58516	0.92329	0.84323	0.99994	0.024296	0.073351	0.45662	0.9681	0.94153	1	-1.0213	-3.0696	0.074358	0.78778	0.0021437	0.020171
Setd2	4	-0.41599	-1.1161	0.13743	0.52782	0.26438	0.99994	-0.074194	-0.19493	0.35161	0.93726	0.84544	1	-1.2421	-3.2553	0.025413	0.60606	0.0011327	0.013458
Mapk1ip1l	4	0.093708	0.33827	0.4552	0.86	0.73516	0.99994	-0.079314	-0.27964	0.31202	0.93105	0.77975	1	0.12879	0.45419	0.17601	0.91647	0.64969	0.80036
Gm6377	4	0.28614	1.5451	0.026074	0.19206	0.12232	0.99994	0.086919	0.45874	0.067243	0.62821	0.64642	1	-0.34854	-1.8387	0.90922	0.99908	0.065956	0.18459
Dsc2	4	0.057629	0.31009	0.61525	0.93433	0.7565	0.99994	-0.010446	-0.055158	0.88778	0.99436	0.95601	1	-0.53718	-2.8342	0.5229	0.96626	0.0045942	0.032941
Gclm	4	-0.024536	-0.041501	0.98795	0.9981	0.9669	0.99994	0.058458	0.095687	0.17947	0.82698	0.92377	1	0.65146	1.0686	0.0080813	0.44321	0.28524	0.48423
Haghl	4	0.088904	0.38123	0.47344	0.86841	0.70303	0.99994	-0.013155	-0.055058	0.92447	0.99601	0.95609	1	-0.3994	-1.667	0.79578	0.99064	0.095509	0.2367
Car1	4	-0.23238	-0.66757	0.38363	0.816	0.50441	0.99994	-0.020116	-0.056675	0.97906	0.99777	0.9548	1	-0.66195	-1.8633	0.33992	0.93533	0.06242	0.17768
Ssx9	4	0.23787	0.74645	0.066887	0.34907	0.4554	0.99994	-0.050508	-0.15424	0.59344	0.98614	0.87742	1	-1.0561	-3.2007	0.064651	0.77017	0.0013711	0.015046
Metap1	4	-1.5801	-2.8642	0.00025413	0.005637	0.0041806	0.094327	-0.20751	-0.36551	0.0058958	0.17009	0.71473	1	-0.53678	-0.94408	0.52402	0.96626	0.34513	0.54497
Acvrl1	4	-0.22419	-1.0793	0.40025	0.82784	0.28044	0.99994	0.0018922	0.0089457	0.71776	0.98741	0.99286	1	-0.43355	-2.0486	0.72234	0.98289	0.040504	0.13387
Pdgfd	4	-0.020535	-0.073335	0.96961	0.99406	0.94154	0.99994	-0.0016296	-0.0057137	0.76386	0.98741	0.99544	1	-0.51528	-1.8039	0.56015	0.96858	0.071253	0.19374
Procr	4	0.025835	0.088533	0.7633	0.96736	0.92945	0.99994	-0.079384	-0.26643	0.31156	0.93105	0.78991	1	0.18122	0.60841	0.13027	0.88532	0.54292	0.71932
Lypla2	4	0.017586	0.094654	0.80142	0.97629	0.92459	0.99994	-0.037166	-0.19572	0.75202	0.98741	0.84483	1	-0.23011	-1.2097	0.82013	0.99344	0.22638	0.41738
Map4k2	4	0.079727	0.78636	0.51258	0.88878	0.43166	0.99994	-0.075028	-0.72464	0.3445	0.93619	0.46867	1	-0.11309	-1.0915	0.55568	0.96858	0.27506	0.4731
Nkg7	4	0.13686	0.49495	0.29271	0.74262	0.62063	0.99994	-0.048535	-0.17139	0.61703	0.98614	0.86392	1	-0.49529	-1.7432	0.5969	0.97041	0.081297	0.21211
Zyg11a	4	0.1353	0.96676	0.29753	0.74539	0.33366	0.99994	-0.038332	-0.26849	0.73789	0.98741	0.78832	1	-0.45683	-3.1979	0.67187	0.979	0.0013842	0.015147
Entpd2	4	0.24118	1.1466	0.062363	0.3357	0.25153	0.99994	0.030572	0.14245	0.39156	0.94458	0.88672	1	-0.46961	-2.188	0.64569	0.97678	0.02867	0.1065
Grsf1	4	0.13953	0.58643	0.28391	0.73413	0.55759	0.99994	-0.020393	-0.083747	0.9756	0.99772	0.93326	1	-0.36177	-1.4824	0.87771	0.99677	0.13823	0.30165
Btbd35f7	4	-0.016938	-0.0733	0.95314	0.99289	0.94157	0.99994	-0.077424	-0.32822	0.32656	0.93395	0.74275	1	-0.11279	-0.47772	0.55497	0.96858	0.63285	0.78971
Pex16	4	-0.29643	-0.83793	0.27344	0.72283	0.40207	0.99994	-0.22741	-0.62715	0.0031004	0.10932	0.53056	1	-0.6564	-1.8046	0.34623	0.93533	0.07114	0.19359
Foxd4	4	0.12694	0.66965	0.32839	0.77599	0.50308	0.99994	-0.081314	-0.42093	0.29799	0.92584	0.67381	1	-0.48812	-2.525	0.6093	0.97171	0.011571	0.059114
Ap4m1	4	0.067868	0.26775	0.56828	0.91725	0.78889	0.99994	-0.023753	-0.092043	0.93017	0.99628	0.92666	1	-0.94194	-3.6463	0.10673	0.84609	0.00026602	0.0054407
Best1	4	0.053793	0.19874	0.63319	0.93902	0.84247	0.99994	-0.08926	-0.32162	0.24381	0.88751	0.74774	1	-0.40296	-1.4462	0.7875	0.98846	0.14813	0.3158
Micall1	4	0.099424	0.52385	0.43187	0.84574	0.60038	0.99994	-0.038024	-0.19683	0.74247	0.98741	0.84396	1	-0.26982	-1.3963	0.91039	0.99908	0.16262	0.33637
Tmub2	4	0.10501	0.73081	0.41001	0.83328	0.4649	0.99994	-0.046976	-0.32084	0.63339	0.98614	0.74833	1	0.0014738	0.010064	0.34135	0.93533	0.99197	1
Usp22	4	-0.40773	-1.1949	0.14501	0.54051	0.23214	0.99994	-0.11319	-0.32148	0.12493	0.76786	0.74785	1	1.0396	2.959	0.0027954	0.33951	0.0030861	0.025442
Fkbp14	4	0.0089023	0.042754	0.84107	0.98289	0.9659	0.99994	0.016002	0.074988	0.54557	0.97959	0.94022	1	0.244	1.1441	0.086709	0.8194	0.25259	0.44751
Cdip1	4	0.13212	0.41523	0.30973	0.75922	0.67798	0.99994	0.060236	0.1847	0.17072	0.81967	0.85346	1	0.091227	0.27991	0.21601	0.93533	0.77955	0.88996
Bmp8a	4	0.15145	0.5998	0.24534	0.69005	0.54864	0.99994	0.045725	0.17645	0.26429	0.90471	0.85994	1	-0.99927	-3.82	0.082287	0.8087	0.00013347	0.003492
Trmt6	4	-1.9094	-3.7373	0.00015248	0.0047962	0.00018602	0.0073051	-0.53309	-1.0298	0	0	0.30311	1	-0.0013387	-0.0025866	0.34557	0.93533	0.99794	1
Sdr16c5	4	-0.023266	-0.075966	0.98221	0.99696	0.93945	0.99994	-0.020757	-0.066352	0.97067	0.99671	0.9471	1	-0.013717	-0.043839	0.36686	0.94181	0.96503	0.99853
Pdhb	4	0.001731	0.004602	0.87355	0.98808	0.99633	0.99994	-0.13132	-0.3417	0.073799	0.64542	0.73258	1	-0.50761	-1.318	0.57449	0.96858	0.18749	0.36893
Svs4	4	0.038948	0.13062	0.70211	0.95414	0.89607	0.99994	-0.050291	-0.16502	0.59634	0.98614	0.86892	1	-0.25056	-0.8207	0.86841	0.99624	0.41182	0.60879
Timm8a1	4	-0.19553	-0.70151	0.46216	0.86271	0.48298	0.99994	0.087042	0.30461	0.066734	0.62524	0.76066	1	-0.38765	-1.3528	0.82099	0.99344	0.17611	0.35453
Sec61g	4	-0.82522	-1.8545	0.013621	0.12072	0.063673	0.71709	-0.17466	-0.38402	0.018501	0.34372	0.70097	1	-1.2538	-2.7552	0.02399	0.6005	0.0058651	0.038478
Klk1b3	4	-0.34064	-1.1012	0.21525	0.65405	0.27079	0.99994	-0.025567	-0.081258	0.90679	0.99524	0.93524	1	-0.3197	-1.0158	0.9755	0.99908	0.30971	0.50974
Taf4	4	-0.72304	-1.6478	0.02399	0.18154	0.099404	0.94759	-0.26415	-0.58934	0.0013723	0.065217	0.55563	1	-1.5677	-3.4967	0.0049809	0.38976	0.000471	0.0078734
Bmp2	4	-0.028147	-0.10653	0.99695	0.99949	0.91516	0.99994	-0.015665	-0.058023	0.95868	0.99628	0.95373	1	-0.40527	-1.4979	0.7816	0.98767	0.13416	0.29586
Rrp9	4	-2.6293	-5.3447	0	0	9.0542e-08	3.4491e-05	-0.0065852	-0.013209	0.83111	0.98741	0.98946	1	-1.6546e-05	-3.3147e-05	0.34348	0.93533	0.99997	1
Ier5	4	0.22671	0.85336	0.079797	0.38537	0.39346	0.99994	0.0055263	0.020346	0.67248	0.98741	0.98377	1	-0.344	-1.265	0.91924	0.99908	0.20589	0.39225
Cd300ld5	4	-0.46996	-1.2963	0.099212	0.44006	0.19487	0.99994	-0.052902	-0.14239	0.56635	0.98358	0.88677	1	-0.41481	-1.1141	0.7602	0.9852	0.26525	0.46238
Fam8a1	4	0.20108	1.1005	0.12183	0.49351	0.27112	0.99994	-0.05179	-0.27805	0.5785	0.98614	0.78098	1	-0.051101	-0.2743	0.4336	0.95696	0.78385	0.89299
Def8	4	0.10921	0.43402	0.39278	0.82284	0.66427	0.99994	-0.091695	-0.35585	0.22912	0.87386	0.72195	1	-0.37406	-1.4502	0.8491	0.99559	0.14701	0.31449
Prag1	4	0.12352	0.41593	0.33967	0.782	0.67746	0.99994	0.076107	0.24991	0.099568	0.71366	0.80265	1	-0.38066	-1.2471	0.83553	0.99401	0.21236	0.40091
Gm8653	4	-0.74898	-1.2346	0.020991	0.16513	0.21698	0.99994	-0.11458	-0.18166	0.12061	0.76186	0.85585	1	0.032967	0.052201	0.29174	0.93533	0.95837	0.99482
Snx32	4	0.057892	0.21867	0.61408	0.93433	0.8269	0.99994	0.0051839	0.019152	0.67644	0.98741	0.98472	1	-0.73725	-2.7179	0.25408	0.93533	0.0065705	0.04121
Six1	4	0.0024409	0.0095952	0.87065	0.98808	0.99234	0.99994	-0.051953	-0.20039	0.57657	0.98576	0.84118	1	-0.71255	-2.744	0.27893	0.93533	0.0060703	0.039197
Mycs	4	-0.26488	-0.8636	0.32452	0.77272	0.38781	0.99994	0.12392	0.39652	0.013316	0.2854	0.69172	1	0.2168	0.69404	0.10353	0.83974	0.48766	0.67525
Srsf10	4	-0.60912	-1.2961	0.045337	0.27393	0.19493	0.99994	-0.043884	-0.091155	0.671	0.98741	0.92737	1	-1.8969	-3.9266	0.00055909	0.16176	8.6139e-05	0.0026368
Snx21	4	0.198	0.92009	0.12798	0.50735	0.35753	0.99994	0.094458	0.42861	0.050978	0.56436	0.66821	1	-0.59323	-2.6893	0.434	0.95696	0.0071593	0.043556
Phf12	4	-0.70385	-1.8528	0.026684	0.19473	0.063913	0.71897	-0.059464	-0.15344	0.4951	0.9709	0.87805	1	-1.1844	-3.0527	0.035476	0.6902	0.002268	0.020871
Efna2	4	-0.11419	-0.31867	0.68117	0.94903	0.74997	0.99994	-0.011282	-0.030775	0.89997	0.99524	0.97545	1	-0.48224	-1.3118	0.6217	0.97319	0.1896	0.37166
Olfr598	4	0.019199	0.085334	0.79426	0.97457	0.932	0.99994	-0.017067	-0.074657	0.9784	0.99772	0.94049	1	-0.76993	-3.3684	0.2218	0.93533	0.00075614	0.010542
Lhb	4	-0.075526	-0.34327	0.81479	0.97984	0.7314	0.99994	0.0047335	0.02103	0.68224	0.98741	0.98322	1	-0.41507	-1.8379	0.75975	0.9852	0.066079	0.18473
H2afj	4	-0.9727	-1.8188	0.0059466	0.066553	0.068937	0.75816	-0.20432	-0.37045	0.0065057	0.1813	0.71105	1	-0.52062	-0.94086	0.55075	0.96845	0.34678	0.54626
Cftr	4	-0.22953	-1.2843	0.38902	0.81957	0.19903	0.99994	0.11334	0.62052	0.021753	0.36761	0.53492	1	-0.28922	-1.582	0.95553	0.99908	0.11366	0.2654
Fam65c	4	-0.041854	-0.14432	0.94165	0.99254	0.88525	0.99994	0.094572	0.31874	0.050826	0.5637	0.74993	1	-0.59979	-2.0159	0.42424	0.95603	0.043811	0.14057
Tnfaip6	4	0.13622	0.40049	0.29474	0.74407	0.68879	0.99994	0.067803	0.19393	0.13388	0.77474	0.84623	1	0.17375	0.49764	0.13626	0.89028	0.61874	0.77897
Mthfd1l	4	-0.38267	-1.2059	0.16788	0.5821	0.22787	0.99994	-0.010683	-0.033045	0.89184	0.99467	0.97364	1	-0.51722	-1.5985	0.55685	0.96858	0.10993	0.25963
Ints1	4	-0.68276	-1.6444	0.029987	0.21056	0.1001	0.94818	-0.034004	-0.079839	0.79283	0.98741	0.93637	1	0.17749	0.4168	0.13332	0.88953	0.67683	0.82019
Relb	4	-0.059188	-0.18397	0.87517	0.98808	0.85404	0.99994	-0.0051829	-0.015758	0.81149	0.98741	0.98743	1	0.029588	0.089963	0.29728	0.93533	0.92832	0.97984
Sfmbt1	4	0.12292	0.74208	0.34191	0.78399	0.45804	0.99994	-0.057047	-0.33745	0.52117	0.97267	0.73578	1	-0.0047488	-0.028084	0.35172	0.93759	0.97759	1
Styk1	4	0.30092	1.3217	0.018907	0.1524	0.18628	0.99994	-0.031006	-0.13315	0.83182	0.98741	0.89408	1	-0.23135	-0.99291	0.82323	0.99344	0.32075	0.52125
Prg4	4	0.067298	0.4866	0.57088	0.91877	0.62654	0.99994	-0.12139	-0.86087	0.098602	0.71318	0.38931	1	-0.27673	-1.9612	0.92518	0.99908	0.049855	0.15341
Egr3	4	0.16965	0.74959	0.19543	0.62559	0.4535	0.99994	0.0017402	0.0075548	0.71975	0.98741	0.99397	1	-0.71669	-3.1116	0.27395	0.93533	0.0018607	0.018305
Cox8a	4	-0.28067	-1.3876	0.29789	0.74539	0.16525	0.99994	0.014113	0.068491	0.569	0.9837	0.94539	1	-0.25093	-1.2173	0.86897	0.99624	0.22348	0.41436
Necap1	4	0.19033	0.89021	0.14424	0.53972	0.37335	0.99994	0.016135	0.073627	0.54414	0.97879	0.94131	1	-0.3643	-1.6587	0.87243	0.99624	0.097172	0.23964
Bmper	4	0.099291	0.47121	0.43233	0.84595	0.63749	0.99994	-0.056848	-0.26423	0.5231	0.97267	0.7916	1	-0.40181	-1.865	0.79055	0.98964	0.062185	0.17732
4930430A15Rik	4	0.19945	1.072	0.12503	0.50071	0.28373	0.99994	0.01909	0.10035	0.5108	0.97267	0.92006	1	0.042007	0.22083	0.27914	0.93533	0.82522	0.91756
Mtap	4	-0.090193	-0.3866	0.76188	0.96736	0.69905	0.99994	0.044032	0.18579	0.27731	0.91607	0.85261	1	-0.964	-4.0681	0.096569	0.83348	4.7405e-05	0.0018401
Nnmt	4	0.19915	0.86351	0.12554	0.50183	0.38786	0.99994	0.032794	0.13908	0.37164	0.93852	0.88939	1	-0.67007	-2.8377	0.32981	0.93533	0.0045435	0.032709
Nr4a1	4	0.15705	0.72677	0.2306	0.67479	0.46737	0.99994	-0.029671	-0.13447	0.85027	0.9892	0.89303	1	-0.45973	-2.0805	0.66511	0.979	0.037477	0.12718
Mtmr2	4	-0.2011	-0.86717	0.44869	0.85463	0.38585	0.99994	-0.050414	-0.21332	0.59471	0.98614	0.83108	1	-0.10505	-0.44432	0.5384	0.96626	0.65681	0.80561
Reep4	4	-0.0067019	-0.025358	0.91034	0.9911	0.97977	0.99994	-0.0074967	-0.027766	0.84381	0.9884	0.97785	1	-0.27309	-1.0101	0.91787	0.99908	0.31243	0.51286
Rai2	4	0.22964	0.75628	0.076188	0.37626	0.44948	0.99994	-0.017952	-0.057388	0.99116	0.99898	0.95424	1	0.3509	1.1234	0.042338	0.72184	0.26126	0.45778
Btbd35f18	4	-2.6155	-5.2381	0	0	1.6222e-07	3.5409e-05	-0.0065519	-0.012931	0.83065	0.98741	0.98968	1	-1.6465e-05	-3.2456e-05	0.34348	0.93533	0.99997	1
Ncaph	4	-1.0486	-2.1478	0.0038119	0.047348	0.031728	0.43745	-0.3643	-0.73158	0.00015248	0.014218	0.46443	1	-0.94366	-1.8952	0.10577	0.8447	0.058071	0.16919
Zfp687	4	-0.15182	-0.60622	0.57149	0.91914	0.54437	0.99994	-0.058309	-0.22754	0.50745	0.97267	0.82	1	0.3208	1.2528	0.05108	0.74246	0.21029	0.39821
Kansl3	4	-0.9548	-2.3429	0.0065565	0.071231	0.019132	0.30211	-0.049182	-0.11838	0.60956	0.98614	0.90577	1	-0.29246	-0.70366	0.96274	0.99908	0.48165	0.66985
Phf10	4	-0.043689	-0.19601	0.93418	0.99254	0.8446	0.99994	0.10715	0.46945	0.02892	0.4259	0.63875	1	-0.30683	-1.342	0.99512	0.99908	0.17958	0.3588
Mlxip	4	-0.13102	-0.39971	0.63065	0.93851	0.68937	0.99994	-0.069962	-0.20981	0.38709	0.94176	0.83381	1	-0.08438	-0.25299	0.49814	0.96524	0.80028	0.90356
Nkpd1	4	0.15232	1.0425	0.24285	0.68689	0.29716	0.99994	-0.05455	-0.36567	0.5474	0.97985	0.71461	1	-0.24757	-1.6585	0.8615	0.99624	0.097209	0.23965
Dlgap3	4	0.092459	0.42382	0.45967	0.86076	0.6717	0.99994	-0.06319	-0.28404	0.45784	0.9681	0.77638	1	-0.21422	-0.96205	0.78175	0.98767	0.33602	0.53663
Inafm1	4	-0.069322	-0.28632	0.83797	0.9826	0.77464	0.99994	0.01313	0.053276	0.58084	0.98614	0.95751	1	-0.19287	-0.7824	0.73052	0.98398	0.43398	0.62778
Zbtb7b	4	-0.13735	-0.6329	0.61255	0.93426	0.5268	0.99994	0.013143	0.059603	0.58064	0.98614	0.95247	1	-0.24637	-1.1171	0.85881	0.99624	0.26394	0.46095
Fem1a	4	-0.062351	-0.26914	0.86374	0.98728	0.78782	0.99994	-0.043753	-0.18551	0.67258	0.98741	0.85283	1	-0.34217	-1.4496	0.92366	0.99908	0.14718	0.31472
Polr1b	4	-1.8492	-3.9198	0.0002033	0.0047962	8.8622e-05	0.0037823	-0.01836	-0.038241	0.9968	0.99908	0.9695	1	-0.28877	-0.60122	0.95436	0.99908	0.54769	0.72311
Pla2g7	4	0.024638	0.079264	0.76864	0.96841	0.93682	0.99994	0.014038	0.044221	0.57017	0.9837	0.96473	1	-1.047	-3.2835	0.066684	0.77017	0.0010253	0.012677
Pde4a	4	0.1222	0.60647	0.34475	0.78687	0.5442	0.99994	0.0050615	0.024575	0.67776	0.98741	0.98039	1	0.27365	1.3285	0.070546	0.78032	0.18401	0.36445
Ahcy	4	-2.5097	-4.9555	0	0	7.2141e-07	7.8418e-05	-0.17511	-0.34098	0.018399	0.34372	0.73312	1	-0.00043998	-0.00085615	0.34424	0.93533	0.99932	1
Ube2m	4	-1.2304	-1.8657	0.0014231	0.021807	0.06209	0.70696	-0.059992	-0.087961	0.48986	0.97007	0.92991	1	0.042079	0.061672	0.27914	0.93533	0.95082	0.99145
Cuta	4	-0.17292	-0.56938	0.5171	0.89301	0.5691	0.99994	-0.051269	-0.16523	0.58475	0.98614	0.86877	1	-0.66038	-2.1231	0.34191	0.93533	0.033745	0.11883
Rprm	4	-0.01278	-0.062634	0.93698	0.99254	0.95006	0.99994	0.023709	0.114	0.46191	0.9681	0.90924	1	-0.42945	-2.0626	0.72986	0.98397	0.039152	0.13084
Abhd17a	4	-0.15291	-1.22	0.56874	0.91725	0.22247	0.99994	0.018441	0.14468	0.51715	0.97267	0.88496	1	-0.12133	-0.95174	0.57311	0.96858	0.34123	0.54152
Ccdc88b	4	0.033733	0.19499	0.72645	0.95909	0.8454	0.99994	0.06824	0.38654	0.13215	0.77358	0.6991	1	-0.28988	-1.641	0.95659	0.99908	0.10079	0.24516
Fam19a5	4	0.10138	0.78432	0.4244	0.84125	0.43285	0.99994	0.14061	1.068	0.0063024	0.17919	0.28552	1	-0.50513	-3.8366	0.57906	0.96858	0.00012476	0.0033626
Crh	4	0.23333	0.70627	0.072376	0.3671	0.48002	0.99994	-0.022142	-0.065409	0.95294	0.99628	0.94785	1	0.18042	0.53306	0.13057	0.88567	0.59399	0.76031
Arrdc2	4	-0.16957	-0.62319	0.52544	0.8968	0.53316	0.99994	-0.083204	-0.29991	0.28463	0.91993	0.76425	1	-0.5005	-1.8017	0.58775	0.96949	0.0716	0.19441
Hexb	4	-0.049676	-0.17985	0.911	0.9911	0.85727	0.99994	-0.038454	-0.13692	0.73606	0.98741	0.8911	1	-0.12771	-0.45464	0.58582	0.96949	0.64936	0.80022
Gpr63	4	-0.018175	-0.091245	0.95898	0.993	0.9273	0.99994	-0.03674	-0.17996	0.7569	0.98741	0.85719	1	0.16404	0.80397	0.14358	0.89775	0.42141	0.61786
Dpp6	4	0.087303	0.28582	0.48025	0.8714	0.77502	0.99994	-0.016812	-0.053759	0.9752	0.99772	0.95713	1	-0.53746	-1.7141	0.52249	0.96626	0.086504	0.22147
Celf6	4	-0.0071688	-0.096882	0.91278	0.99144	0.92282	0.99994	-0.013992	-0.18567	0.93576	0.99628	0.8527	1	-0.092772	-1.2308	0.51527	0.96626	0.2184	0.40839
Fmc1	4	-0.34591	-0.94797	0.20945	0.6456	0.34315	0.99994	0.011279	0.030097	0.60264	0.98614	0.97599	1	-0.643	-1.7096	0.36208	0.93789	0.087339	0.22308
Trove2	4	-0.12989	-0.67191	0.63395	0.93928	0.50164	0.99994	0.032506	0.16539	0.37433	0.93953	0.86864	1	-0.18638	-0.94816	0.71558	0.98276	0.34305	0.543
Taar6	4	0.13935	0.58827	0.28468	0.73514	0.55635	0.99994	0.0063587	0.026356	0.6614	0.98741	0.97897	1	-0.83067	-3.4412	0.17159	0.91237	0.00057919	0.0088819
Tmem184a	4	-0.070824	-0.36591	0.83304	0.9819	0.71443	0.99994	0.019016	0.096468	0.51182	0.97267	0.92315	1	-0.40301	-2.0434	0.7874	0.98846	0.041017	0.13466
Nectin2	4	-0.092733	-0.28721	0.75268	0.96476	0.77395	0.99994	0.011177	0.034021	0.60376	0.98614	0.97286	1	-0.39073	-1.1888	0.8152	0.99319	0.23452	0.42654
Btn1a1	4	-0.1165	-0.51493	0.67446	0.94826	0.6066	0.99994	-0.019671	-0.085382	0.98511	0.99825	0.93196	1	-0.4427	-1.9199	0.69957	0.98021	0.054867	0.16322
Ttc33	4	-0.096561	-0.28114	0.73967	0.96186	0.7786	0.99994	0.0051568	0.014736	0.67685	0.98741	0.98824	1	-1.3801	-3.9358	0.012656	0.49307	8.2916e-05	0.0025854
Nkd2	4	0.1304	0.56599	0.31548	0.76216	0.5714	0.99994	-0.057933	-0.24567	0.51151	0.97267	0.80594	1	-0.11829	-0.50117	0.56671	0.96858	0.61625	0.77737
Cyp2s1	4	-0.059299	-0.31225	0.87497	0.98808	0.75485	0.99994	0.036101	0.1866	0.34201	0.93619	0.85197	1	-0.7187	-3.7085	0.27182	0.93533	0.00020846	0.0046396
Pou3f4	4	0.12466	0.85029	0.33555	0.77927	0.39516	0.99994	-0.019275	-0.12901	0.99055	0.99898	0.89735	1	-0.29845	-1.9969	0.97687	0.99908	0.045836	0.14494
Zfp770	4	-0.16737	-0.6484	0.53123	0.90038	0.51673	0.99994	0.075339	0.28608	0.10236	0.71954	0.77482	1	-0.35274	-1.3386	0.89891	0.99908	0.18068	0.36014
Lrch4	4	-0.0074233	-0.027117	0.91426	0.99201	0.97837	0.99994	-0.10026	-0.35924	0.18038	0.82804	0.71942	1	-0.28212	-1.0094	0.93799	0.99908	0.3128	0.51309
Nup98	4	-1.251	-2.5524	0.0013723	0.021757	0.0107	0.19726	-0.13982	-0.28074	0.056417	0.58225	0.77891	1	-0.95187	-1.9133	0.10175	0.83961	0.055713	0.16498
Mpl	4	0.23046	0.87748	0.075172	0.37462	0.38022	0.99994	-0.054286	-0.20173	0.55024	0.98049	0.84013	1	-0.0098018	-0.036411	0.36005	0.93772	0.97095	1
Upp1	4	0.12908	0.50514	0.32081	0.76794	0.61346	0.99994	0.04275	0.16301	0.28727	0.92112	0.87051	1	-0.44387	-1.6852	0.69738	0.98021	0.091951	0.2307
Hsd17b10	4	-2.7957	-5.3296	0	0	9.8454e-08	3.4491e-05	-0.007004	-0.013154	0.83705	0.98741	0.98951	1	-1.7607e-05	-3.3026e-05	0.34348	0.93533	0.99997	1
Xpo1	4	-2.4809	-4.6378	0	0	3.521e-06	0.00025283	-0.0062182	-0.011454	0.82562	0.98741	0.99086	1	-1.5633e-05	-2.8761e-05	0.34348	0.93533	0.99998	1
Foxk1	4	-0.030856	-0.13533	0.98612	0.99733	0.89235	0.99994	0.076463	0.327	0.098297	0.71318	0.74367	1	0.19414	0.83153	0.11919	0.86451	0.40568	0.60325
Cnot2	4	-1.1646	-2.2703	0.0018297	0.026627	0.02319	0.34749	-0.31466	-0.59939	0.00035578	0.024823	0.54892	1	-0.9432	-1.7962	0.10607	0.8447	0.072461	0.19624
Naga	4	-0.067317	-0.17299	0.84524	0.98421	0.86266	0.99994	-0.14543	-0.36014	0.048132	0.54867	0.71874	1	0.80506	1.9987	0.0048793	0.38976	0.045642	0.14454
Noxa1	4	-0.046732	-0.3065	0.92132	0.99254	0.75922	0.99994	0.0059642	0.038289	0.66612	0.98741	0.96946	1	-0.34444	-2.2072	0.91802	0.99908	0.027302	0.10326
Ccdc80	4	0.14479	0.48947	0.26541	0.7131	0.62451	0.99994	-7.9911e-05	-0.00026432	0.74226	0.98741	0.99979	1	-0.90222	-2.9774	0.12666	0.87636	0.0029069	0.024411
Xpc	4	0.022445	0.10868	0.78043	0.97282	0.91346	0.99994	-0.087034	-0.41306	0.25881	0.90209	0.67957	1	-0.64609	-3.0612	0.35827	0.93772	0.0022048	0.0205
S100a4	4	-0.052141	-0.23835	0.9014	0.99067	0.81161	0.99994	0.049454	0.22181	0.23695	0.88071	0.82446	1	-0.26715	-1.1976	0.90399	0.99908	0.23109	0.42252
Pou4f3	4	-0.033491	-0.15016	0.97337	0.99486	0.88064	0.99994	-0.0353	-0.15508	0.77626	0.98741	0.87676	1	-0.39632	-1.7383	0.8029	0.99194	0.082161	0.21374
Asah2	4	0.0068567	0.033549	0.85088	0.98471	0.97324	0.99994	-0.032816	-0.15753	0.80823	0.98741	0.87483	1	-0.52094	-2.4973	0.54989	0.96797	0.012514	0.062071
Aph1a	4	0.072339	0.3005	0.54755	0.90853	0.7638	0.99994	-0.04816	-0.19632	0.62069	0.98614	0.84436	1	-0.96308	-3.9203	0.096925	0.83348	8.845e-05	0.0026691
Dnajc17	4	-1.29	-2.5455	0.0010165	0.016992	0.010913	0.19937	0.099249	0.19171	0.041372	0.51324	0.84797	1	-1.3327	-2.5744	0.015959	0.53311	0.01004	0.053972
Fbxo7	4	-0.096455	-0.50293	0.73982	0.96189	0.61501	0.99994	0.07031	0.36021	0.12366	0.76727	0.71869	1	-0.27698	-1.4183	0.92569	0.99908	0.15609	0.32733
Prss56	4	0.32298	0.93592	0.010826	0.1028	0.34931	0.99994	-0.039334	-0.1112	0.72544	0.98741	0.91146	1	-0.32757	-0.92405	0.9572	0.99908	0.35546	0.55527
Rfc2	4	-2.11	-4.4771	0.00010165	0.0038462	7.568e-06	0.0004866	-0.1539	-0.32243	0.036442	0.48448	0.74712	1	-0.00038657	-0.00080934	0.34409	0.93533	0.99935	1
Sds	4	0.24361	0.69416	0.059568	0.32664	0.48758	0.99994	0.052204	0.14536	0.21703	0.86089	0.88443	1	-1.1058	-3.0762	0.050165	0.73891	0.0020962	0.019886
Tg	4	0.034708	0.15153	0.72234	0.95808	0.87956	0.99994	-0.060781	-0.26005	0.48183	0.96917	0.79483	1	0.09101	0.38935	0.21632	0.93533	0.69702	0.83437
